Timeinterval Start Loc;Timeinterval End Loc;Isp;Quantity Measurement Unit Name;Afrr Down;Afrr Up;Incident Reserve Down;Incident Reserve Up;Absolute Total Volume;Total Volume
12/01/2024 01:00;12/01/2024 01:15;5;kWh;0;6939;0;0;6939;6939
12/01/2024 01:15;12/01/2024 01:30;6;kWh;0;3770;0;0;3770;3770
12/01/2024 01:30;12/01/2024 01:45;7;kWh;0;0;0;0;0;0
12/01/2024 01:45;12/01/2024 02:00;8;kWh;-21;0;0;0;21;-21
12/01/2024 02:00;12/01/2024 02:15;9;kWh;-7574;0;0;0;7574;-7574
12/01/2024 02:15;12/01/2024 02:30;10;kWh;0;0;0;0;0;0
12/01/2024 02:30;12/01/2024 02:45;11;kWh;0;3281;0;0;3281;3281
12/01/2024 02:45;12/01/2024 03:00;12;kWh;0;378;0;0;378;378
12/01/2024 03:00;12/01/2024 03:15;13;kWh;0;15441;0;0;15441;15441
12/01/2024 03:15;12/01/2024 03:30;14;kWh;0;20087;0;0;20087;20087
12/01/2024 03:30;12/01/2024 03:45;15;kWh;0;0;0;0;0;0
12/01/2024 03:45;12/01/2024 04:00;16;kWh;0;0;0;0;0;0
12/01/2024 04:00;12/01/2024 04:15;17;kWh;0;793;0;0;793;793
12/01/2024 04:15;12/01/2024 04:30;18;kWh;0;7093;0;0;7093;7093
12/01/2024 04:30;12/01/2024 04:45;19;kWh;0;4387;0;0;4387;4387
12/01/2024 04:45;12/01/2024 05:00;20;kWh;0;13817;0;0;13817;13817
12/01/2024 05:00;12/01/2024 05:15;21;kWh;0;0;0;0;0;0
12/01/2024 05:15;12/01/2024 05:30;22;kWh;0;0;0;0;0;0
12/01/2024 05:30;12/01/2024 05:45;23;kWh;0;6827;0;0;6827;6827
12/01/2024 05:45;12/01/2024 06:00;24;kWh;0;22221;0;0;22221;22221
12/01/2024 06:00;12/01/2024 06:15;25;kWh;0;3495;0;0;3495;3495
12/01/2024 06:15;12/01/2024 06:30;26;kWh;0;28951;0;0;28951;28951
12/01/2024 06:30;12/01/2024 06:45;27;kWh;0;34798;0;0;34798;34798
12/01/2024 06:45;12/01/2024 07:00;28;kWh;0;32184;0;0;32184;32184
12/01/2024 07:00;12/01/2024 07:15;29;kWh;0;10442;0;0;10442;10442
12/01/2024 07:15;12/01/2024 07:30;30;kWh;0;3929;0;0;3929;3929
12/01/2024 07:30;12/01/2024 07:45;31;kWh;0;8406;0;0;8406;8406
12/01/2024 07:45;12/01/2024 08:00;32;kWh;0;42664;0;0;42664;42664
12/01/2024 08:00;12/01/2024 08:15;33;kWh;0;15824;0;0;15824;15824
12/01/2024 08:15;12/01/2024 08:30;34;kWh;0;0;0;0;0;0
12/01/2024 08:30;12/01/2024 08:45;35;kWh;0;9928;0;0;9928;9928
12/01/2024 08:45;12/01/2024 09:00;36;kWh;0;14126;0;0;14126;14126
12/01/2024 09:00;12/01/2024 09:15;37;kWh;-94;0;0;0;94;-94
12/01/2024 09:15;12/01/2024 09:30;38;kWh;0;14680;0;0;14680;14680
12/01/2024 09:30;12/01/2024 09:45;39;kWh;0;29739;0;0;29739;29739
12/01/2024 09:45;12/01/2024 10:00;40;kWh;0;1556;0;0;1556;1556
12/01/2024 10:00;12/01/2024 10:15;41;kWh;0;44790;0;0;44790;44790
12/01/2024 10:15;12/01/2024 10:30;42;kWh;0;55612;0;0;55612;55612
12/01/2024 10:30;12/01/2024 10:45;43;kWh;0;50232;0;0;50232;50232
12/01/2024 10:45;12/01/2024 11:00;44;kWh;0;10149;0;0;10149;10149
12/01/2024 11:00;12/01/2024 11:15;45;kWh;0;65222;0;0;65222;65222
12/01/2024 11:15;12/01/2024 11:30;46;kWh;0;58921;0;0;58921;58921
12/01/2024 11:30;12/01/2024 11:45;47;kWh;0;79915;0;0;79915;79915
12/01/2024 11:45;12/01/2024 12:00;48;kWh;0;55891;0;0;55891;55891
12/01/2024 12:00;12/01/2024 12:15;49;kWh;0;26845;0;0;26845;26845
12/01/2024 12:15;12/01/2024 12:30;50;kWh;0;41330;0;0;41330;41330
12/01/2024 12:30;12/01/2024 12:45;51;kWh;0;37807;0;0;37807;37807
12/01/2024 12:45;12/01/2024 13:00;52;kWh;0;10375;0;0;10375;10375
12/01/2024 13:00;12/01/2024 13:15;53;kWh;0;20487;0;0;20487;20487
12/01/2024 13:15;12/01/2024 13:30;54;kWh;0;21435;0;0;21435;21435
12/01/2024 13:30;12/01/2024 13:45;55;kWh;0;6655;0;0;6655;6655
12/01/2024 13:45;12/01/2024 14:00;56;kWh;0;2260;0;0;2260;2260
12/01/2024 14:00;12/01/2024 14:15;57;kWh;0;17901;0;0;17901;17901
12/01/2024 14:15;12/01/2024 14:30;58;kWh;0;38300;0;0;38300;38300
12/01/2024 14:30;12/01/2024 14:45;59;kWh;0;36319;0;0;36319;36319
12/01/2024 14:45;12/01/2024 15:00;60;kWh;0;65047;0;0;65047;65047
12/01/2024 15:00;12/01/2024 15:15;61;kWh;0;33398;0;0;33398;33398
12/01/2024 15:15;12/01/2024 15:30;62;kWh;0;63501;0;0;63501;63501
12/01/2024 15:30;12/01/2024 15:45;63;kWh;0;67219;0;0;67219;67219
12/01/2024 15:45;12/01/2024 16:00;64;kWh;0;49269;0;0;49269;49269
12/01/2024 16:00;12/01/2024 16:15;65;kWh;0;7528;0;0;7528;7528
12/01/2024 16:15;12/01/2024 16:30;66;kWh;0;8288;0;0;8288;8288
12/01/2024 16:30;12/01/2024 16:45;67;kWh;0;6595;0;0;6595;6595
12/01/2024 16:45;12/01/2024 17:00;68;kWh;0;3395;0;0;3395;3395
12/01/2024 17:00;12/01/2024 17:15;69;kWh;0;7721;0;0;7721;7721
12/01/2024 17:15;12/01/2024 17:30;70;kWh;0;32386;0;0;32386;32386
12/01/2024 17:30;12/01/2024 17:45;71;kWh;0;41660;0;0;41660;41660
12/01/2024 17:45;12/01/2024 18:00;72;kWh;0;75530;0;0;75530;75530
12/01/2024 18:00;12/01/2024 18:15;73;kWh;0;23898;0;0;23898;23898
12/01/2024 18:15;12/01/2024 18:30;74;kWh;0;0;0;0;0;0
12/01/2024 18:30;12/01/2024 18:45;75;kWh;0;1400;0;0;1400;1400
12/01/2024 18:45;12/01/2024 19:00;76;kWh;0;12133;0;0;12133;12133
12/01/2024 19:00;12/01/2024 19:15;77;kWh;0;473;0;0;473;473
12/01/2024 19:15;12/01/2024 19:30;78;kWh;0;1539;0;0;1539;1539
12/01/2024 19:30;12/01/2024 19:45;79;kWh;0;107;0;0;107;107
12/01/2024 19:45;12/01/2024 20:00;80;kWh;0;0;0;0;0;0
12/01/2024 20:00;12/01/2024 20:15;81;kWh;0;11348;0;0;11348;11348
12/01/2024 20:15;12/01/2024 20:30;82;kWh;0;750;0;0;750;750
12/01/2024 20:30;12/01/2024 20:45;83;kWh;0;1124;0;0;1124;1124
12/01/2024 20:45;12/01/2024 21:00;84;kWh;0;0;0;0;0;0
12/01/2024 21:00;12/01/2024 21:15;85;kWh;0;50776;0;0;50776;50776
12/01/2024 21:15;12/01/2024 21:30;86;kWh;0;24954;0;0;24954;24954
12/01/2024 21:30;12/01/2024 21:45;87;kWh;0;10772;0;0;10772;10772
12/01/2024 21:45;12/01/2024 22:00;88;kWh;0;9681;0;0;9681;9681
12/01/2024 22:00;12/01/2024 22:15;89;kWh;0;7031;0;0;7031;7031
12/01/2024 22:15;12/01/2024 22:30;90;kWh;0;23049;0;0;23049;23049
12/01/2024 22:30;12/01/2024 22:45;91;kWh;0;28051;0;0;28051;28051
12/01/2024 22:45;12/01/2024 23:00;92;kWh;0;41612;0;0;41612;41612
12/01/2024 23:00;12/01/2024 23:15;93;kWh;0;3112;0;0;3112;3112
12/01/2024 23:15;12/01/2024 23:30;94;kWh;0;1621;0;0;1621;1621
12/01/2024 23:30;12/01/2024 23:45;95;kWh;0;0;0;0;0;0
12/01/2024 23:45;13/01/2024 00:00;96;kWh;-1181;0;0;0;1181;-1181
13/01/2024 00:00;13/01/2024 00:15;1;kWh;-10747;0;0;0;10747;-10747
13/01/2024 00:15;13/01/2024 00:30;2;kWh;0;4932;0;0;4932;4932
13/01/2024 00:30;13/01/2024 00:45;3;kWh;0;19268;0;0;19268;19268
13/01/2024 00:45;13/01/2024 01:00;4;kWh;0;1254;0;0;1254;1254
13/01/2024 01:00;13/01/2024 01:15;5;kWh;0;4336;0;0;4336;4336
13/01/2024 01:15;13/01/2024 01:30;6;kWh;0;18;0;0;18;18
13/01/2024 01:30;13/01/2024 01:45;7;kWh;0;19300;0;0;19300;19300
13/01/2024 01:45;13/01/2024 02:00;8;kWh;0;6152;0;0;6152;6152
13/01/2024 02:00;13/01/2024 02:15;9;kWh;0;32901;0;0;32901;32901
13/01/2024 02:15;13/01/2024 02:30;10;kWh;0;40619;0;0;40619;40619
13/01/2024 02:30;13/01/2024 02:45;11;kWh;0;39595;0;0;39595;39595
13/01/2024 02:45;13/01/2024 03:00;12;kWh;0;8356;0;0;8356;8356
13/01/2024 03:00;13/01/2024 03:15;13;kWh;0;48164;0;0;48164;48164
13/01/2024 03:15;13/01/2024 03:30;14;kWh;0;71479;0;0;71479;71479
13/01/2024 03:30;13/01/2024 03:45;15;kWh;0;43780;0;0;43780;43780
13/01/2024 03:45;13/01/2024 04:00;16;kWh;0;979;0;0;979;979
13/01/2024 04:00;13/01/2024 04:15;17;kWh;0;0;0;0;0;0
13/01/2024 04:15;13/01/2024 04:30;18;kWh;0;0;0;0;0;0
13/01/2024 04:30;13/01/2024 04:45;19;kWh;0;2319;0;0;2319;2319
13/01/2024 04:45;13/01/2024 05:00;20;kWh;-326;44;0;0;370;-282
13/01/2024 05:00;13/01/2024 05:15;21;kWh;-4799;0;0;0;4799;-4799
13/01/2024 05:15;13/01/2024 05:30;22;kWh;-188;0;0;0;188;-188
13/01/2024 05:30;13/01/2024 05:45;23;kWh;-239;1307;0;0;1546;1068
13/01/2024 05:45;13/01/2024 06:00;24;kWh;-4403;3;0;0;4406;-4400
13/01/2024 06:00;13/01/2024 06:15;25;kWh;-509;0;0;0;509;-509
13/01/2024 06:15;13/01/2024 06:30;26;kWh;0;0;0;0;0;0
13/01/2024 06:30;13/01/2024 06:45;27;kWh;0;4793;0;0;4793;4793
13/01/2024 06:45;13/01/2024 07:00;28;kWh;0;17303;0;0;17303;17303
13/01/2024 07:00;13/01/2024 07:15;29;kWh;0;879;0;0;879;879
13/01/2024 07:15;13/01/2024 07:30;30;kWh;0;149;0;0;149;149
13/01/2024 07:30;13/01/2024 07:45;31;kWh;0;0;0;0;0;0
13/01/2024 07:45;13/01/2024 08:00;32;kWh;0;0;0;0;0;0
13/01/2024 08:00;13/01/2024 08:15;33;kWh;-3840;0;0;0;3840;-3840
13/01/2024 08:15;13/01/2024 08:30;34;kWh;-2;0;0;0;2;-2
13/01/2024 08:30;13/01/2024 08:45;35;kWh;0;0;0;0;0;0
13/01/2024 08:45;13/01/2024 09:00;36;kWh;0;0;0;0;0;0
13/01/2024 09:00;13/01/2024 09:15;37;kWh;0;2080;0;0;2080;2080
13/01/2024 09:15;13/01/2024 09:30;38;kWh;0;21045;0;0;21045;21045
13/01/2024 09:30;13/01/2024 09:45;39;kWh;0;26474;0;0;26474;26474
13/01/2024 09:45;13/01/2024 10:00;40;kWh;0;44943;0;0;44943;44943
13/01/2024 10:00;13/01/2024 10:15;41;kWh;0;78633;0;0;78633;78633
13/01/2024 10:15;13/01/2024 10:30;42;kWh;0;67981;0;0;67981;67981
13/01/2024 10:30;13/01/2024 10:45;43;kWh;0;54795;0;0;54795;54795
13/01/2024 10:45;13/01/2024 11:00;44;kWh;0;67321;0;0;67321;67321
13/01/2024 11:00;13/01/2024 11:15;45;kWh;0;59816;0;0;59816;59816
13/01/2024 11:15;13/01/2024 11:30;46;kWh;0;78897;0;0;78897;78897
13/01/2024 11:30;13/01/2024 11:45;47;kWh;0;81000;0;0;81000;81000
13/01/2024 11:45;13/01/2024 12:00;48;kWh;0;70412;0;0;70412;70412
13/01/2024 12:00;13/01/2024 12:15;49;kWh;-882;53;0;0;935;-829
13/01/2024 12:15;13/01/2024 12:30;50;kWh;0;2352;0;0;2352;2352
13/01/2024 12:30;13/01/2024 12:45;51;kWh;0;793;0;0;793;793
13/01/2024 12:45;13/01/2024 13:00;52;kWh;0;8863;0;0;8863;8863
13/01/2024 13:00;13/01/2024 13:15;53;kWh;0;1354;0;0;1354;1354
13/01/2024 13:15;13/01/2024 13:30;54;kWh;0;0;0;0;0;0
13/01/2024 13:30;13/01/2024 13:45;55;kWh;0;0;0;0;0;0
13/01/2024 13:45;13/01/2024 14:00;56;kWh;0;1907;0;0;1907;1907
13/01/2024 14:00;13/01/2024 14:15;57;kWh;0;3700;0;0;3700;3700
13/01/2024 14:15;13/01/2024 14:30;58;kWh;0;9979;0;0;9979;9979
13/01/2024 14:30;13/01/2024 14:45;59;kWh;0;2787;0;0;2787;2787
13/01/2024 14:45;13/01/2024 15:00;60;kWh;-1085;0;0;0;1085;-1085
13/01/2024 15:00;13/01/2024 15:15;61;kWh;0;0;0;0;0;0
13/01/2024 15:15;13/01/2024 15:30;62;kWh;-1087;0;0;0;1087;-1087
13/01/2024 15:30;13/01/2024 15:45;63;kWh;-247;0;0;0;247;-247
13/01/2024 15:45;13/01/2024 16:00;64;kWh;-76;0;0;0;76;-76
13/01/2024 16:00;13/01/2024 16:15;65;kWh;-1674;0;0;0;1674;-1674
13/01/2024 16:15;13/01/2024 16:30;66;kWh;-737;0;0;0;737;-737
13/01/2024 16:30;13/01/2024 16:45;67;kWh;-13936;0;0;0;13936;-13936
13/01/2024 16:45;13/01/2024 17:00;68;kWh;-306;0;0;0;306;-306
13/01/2024 17:00;13/01/2024 17:15;69;kWh;-3166;0;0;0;3166;-3166
13/01/2024 17:15;13/01/2024 17:30;70;kWh;-1486;0;0;0;1486;-1486
13/01/2024 17:30;13/01/2024 17:45;71;kWh;0;3296;0;0;3296;3296
13/01/2024 17:45;13/01/2024 18:00;72;kWh;-2996;87;0;0;3083;-2909
13/01/2024 18:00;13/01/2024 18:15;73;kWh;-18474;0;0;0;18474;-18474
13/01/2024 18:15;13/01/2024 18:30;74;kWh;-4276;0;0;0;4276;-4276
13/01/2024 18:30;13/01/2024 18:45;75;kWh;-2874;0;0;0;2874;-2874
13/01/2024 18:45;13/01/2024 19:00;76;kWh;-18565;0;0;0;18565;-18565
13/01/2024 19:00;13/01/2024 19:15;77;kWh;-4547;0;0;0;4547;-4547
13/01/2024 19:15;13/01/2024 19:30;78;kWh;-3392;0;0;0;3392;-3392
13/01/2024 19:30;13/01/2024 19:45;79;kWh;-25412;0;0;0;25412;-25412
13/01/2024 19:45;13/01/2024 20:00;80;kWh;-16430;0;0;0;16430;-16430
13/01/2024 20:00;13/01/2024 20:15;81;kWh;-41155;0;0;0;41155;-41155
13/01/2024 20:15;13/01/2024 20:30;82;kWh;-30253;0;0;0;30253;-30253
13/01/2024 20:30;13/01/2024 20:45;83;kWh;-31065;0;0;0;31065;-31065
13/01/2024 20:45;13/01/2024 21:00;84;kWh;-14964;0;0;0;14964;-14964
13/01/2024 21:00;13/01/2024 21:15;85;kWh;-12036;0;0;0;12036;-12036
13/01/2024 21:15;13/01/2024 21:30;86;kWh;-2687;0;0;0;2687;-2687
13/01/2024 21:30;13/01/2024 21:45;87;kWh;0;0;0;0;0;0
13/01/2024 21:45;13/01/2024 22:00;88;kWh;0;0;0;0;0;0
13/01/2024 22:00;13/01/2024 22:15;89;kWh;0;0;0;0;0;0
13/01/2024 22:15;13/01/2024 22:30;90;kWh;0;0;0;0;0;0
13/01/2024 22:30;13/01/2024 22:45;91;kWh;0;1651;0;0;1651;1651
13/01/2024 22:45;13/01/2024 23:00;92;kWh;-31;418;0;0;449;387
13/01/2024 23:00;13/01/2024 23:15;93;kWh;-5710;0;0;0;5710;-5710
13/01/2024 23:15;13/01/2024 23:30;94;kWh;-4314;0;0;0;4314;-4314
13/01/2024 23:30;13/01/2024 23:45;95;kWh;-414;0;0;0;414;-414
13/01/2024 23:45;14/01/2024 00:00;96;kWh;-948;0;0;0;948;-948
14/01/2024 00:00;14/01/2024 00:15;1;kWh;-6835;0;0;0;6835;-6835
14/01/2024 00:15;14/01/2024 00:30;2;kWh;-6868;0;0;0;6868;-6868
14/01/2024 00:30;14/01/2024 00:45;3;kWh;-22904;0;0;0;22904;-22904
14/01/2024 00:45;14/01/2024 01:00;4;kWh;-47499;0;0;0;47499;-47499
14/01/2024 01:00;14/01/2024 01:15;5;kWh;-30370;0;0;0;30370;-30370
14/01/2024 01:15;14/01/2024 01:30;6;kWh;-4551;0;0;0;4551;-4551
14/01/2024 01:30;14/01/2024 01:45;7;kWh;-442;0;0;0;442;-442
14/01/2024 01:45;14/01/2024 02:00;8;kWh;0;0;0;0;0;0
14/01/2024 02:00;14/01/2024 02:15;9;kWh;0;6864;0;0;6864;6864
14/01/2024 02:15;14/01/2024 02:30;10;kWh;0;59;0;0;59;59
14/01/2024 02:30;14/01/2024 02:45;11;kWh;-9166;0;0;0;9166;-9166
14/01/2024 02:45;14/01/2024 03:00;12;kWh;-26579;0;0;0;26579;-26579
14/01/2024 03:00;14/01/2024 03:15;13;kWh;-18979;0;0;0;18979;-18979
14/01/2024 03:15;14/01/2024 03:30;14;kWh;-4471;0;0;0;4471;-4471
14/01/2024 03:30;14/01/2024 03:45;15;kWh;-7532;0;0;0;7532;-7532
14/01/2024 03:45;14/01/2024 04:00;16;kWh;-32455;0;0;0;32455;-32455
14/01/2024 04:00;14/01/2024 04:15;17;kWh;-9889;0;0;0;9889;-9889
14/01/2024 04:15;14/01/2024 04:30;18;kWh;0;0;0;0;0;0
14/01/2024 04:30;14/01/2024 04:45;19;kWh;0;0;0;0;0;0
14/01/2024 04:45;14/01/2024 05:00;20;kWh;0;0;0;0;0;0
14/01/2024 05:00;14/01/2024 05:15;21;kWh;0;0;0;0;0;0
14/01/2024 05:15;14/01/2024 05:30;22;kWh;0;1116;0;0;1116;1116
14/01/2024 05:30;14/01/2024 05:45;23;kWh;0;22912;0;0;22912;22912
14/01/2024 05:45;14/01/2024 06:00;24;kWh;0;23467;0;0;23467;23467
14/01/2024 06:00;14/01/2024 06:15;25;kWh;-1043;42;0;0;1085;-1001
14/01/2024 06:15;14/01/2024 06:30;26;kWh;-12504;0;0;0;12504;-12504
14/01/2024 06:30;14/01/2024 06:45;27;kWh;-4828;0;0;0;4828;-4828
14/01/2024 06:45;14/01/2024 07:00;28;kWh;0;264;0;0;264;264
14/01/2024 07:00;14/01/2024 07:15;29;kWh;-10094;0;0;0;10094;-10094
14/01/2024 07:15;14/01/2024 07:30;30;kWh;-8;0;0;0;8;-8
14/01/2024 07:30;14/01/2024 07:45;31;kWh;0;0;0;0;0;0
14/01/2024 07:45;14/01/2024 08:00;32;kWh;0;0;0;0;0;0
14/01/2024 08:00;14/01/2024 08:15;33;kWh;-46255;0;0;0;46255;-46255
14/01/2024 08:15;14/01/2024 08:30;34;kWh;-59848;0;0;0;59848;-59848
14/01/2024 08:30;14/01/2024 08:45;35;kWh;-46953;0;0;0;46953;-46953
14/01/2024 08:45;14/01/2024 09:00;36;kWh;-45757;0;0;0;45757;-45757
14/01/2024 09:00;14/01/2024 09:15;37;kWh;-45584;0;0;0;45584;-45584
14/01/2024 09:15;14/01/2024 09:30;38;kWh;-17625;0;0;0;17625;-17625
14/01/2024 09:30;14/01/2024 09:45;39;kWh;-41335;0;0;0;41335;-41335
14/01/2024 09:45;14/01/2024 10:00;40;kWh;-12878;0;0;0;12878;-12878
14/01/2024 10:00;14/01/2024 10:15;41;kWh;-1144;0;0;0;1144;-1144
14/01/2024 10:15;14/01/2024 10:30;42;kWh;0;0;0;0;0;0
14/01/2024 10:30;14/01/2024 10:45;43;kWh;0;0;0;0;0;0
14/01/2024 10:45;14/01/2024 11:00;44;kWh;-984;0;0;0;984;-984
14/01/2024 11:00;14/01/2024 11:15;45;kWh;-374;3314;0;0;3688;2940
14/01/2024 11:15;14/01/2024 11:30;46;kWh;0;4467;0;0;4467;4467
14/01/2024 11:30;14/01/2024 11:45;47;kWh;0;16349;0;0;16349;16349
14/01/2024 11:45;14/01/2024 12:00;48;kWh;0;18695;0;0;18695;18695
14/01/2024 12:00;14/01/2024 12:15;49;kWh;0;39478;0;0;39478;39478
14/01/2024 12:15;14/01/2024 12:30;50;kWh;0;10963;0;0;10963;10963
14/01/2024 12:30;14/01/2024 12:45;51;kWh;0;38552;0;0;38552;38552
14/01/2024 12:45;14/01/2024 13:00;52;kWh;0;63101;0;0;63101;63101
14/01/2024 13:00;14/01/2024 13:15;53;kWh;0;14699;0;0;14699;14699
14/01/2024 13:15;14/01/2024 13:30;54;kWh;0;3719;0;0;3719;3719
14/01/2024 13:30;14/01/2024 13:45;55;kWh;0;5822;0;0;5822;5822
14/01/2024 13:45;14/01/2024 14:00;56;kWh;0;5984;0;0;5984;5984
14/01/2024 14:00;14/01/2024 14:15;57;kWh;0;12391;0;0;12391;12391
14/01/2024 14:15;14/01/2024 14:30;58;kWh;0;7768;0;0;7768;7768
14/01/2024 14:30;14/01/2024 14:45;59;kWh;0;8390;0;0;8390;8390
14/01/2024 14:45;14/01/2024 15:00;60;kWh;0;7484;0;0;7484;7484
14/01/2024 15:00;14/01/2024 15:15;61;kWh;0;2946;0;0;2946;2946
14/01/2024 15:15;14/01/2024 15:30;62;kWh;0;2315;0;0;2315;2315
14/01/2024 15:30;14/01/2024 15:45;63;kWh;0;366;0;0;366;366
14/01/2024 15:45;14/01/2024 16:00;64;kWh;0;4706;0;0;4706;4706
14/01/2024 16:00;14/01/2024 16:15;65;kWh;-625;206;0;0;831;-419
14/01/2024 16:15;14/01/2024 16:30;66;kWh;-2453;0;0;0;2453;-2453
14/01/2024 16:30;14/01/2024 16:45;67;kWh;0;13034;0;0;13034;13034
14/01/2024 16:45;14/01/2024 17:00;68;kWh;0;13195;0;0;13195;13195
14/01/2024 17:00;14/01/2024 17:15;69;kWh;0;321;0;0;321;321
14/01/2024 17:15;14/01/2024 17:30;70;kWh;0;0;0;0;0;0
14/01/2024 17:30;14/01/2024 17:45;71;kWh;0;0;0;0;0;0
14/01/2024 17:45;14/01/2024 18:00;72;kWh;0;0;0;0;0;0
14/01/2024 18:00;14/01/2024 18:15;73;kWh;-7602;0;0;0;7602;-7602
14/01/2024 18:15;14/01/2024 18:30;74;kWh;0;96;0;0;96;96
14/01/2024 18:30;14/01/2024 18:45;75;kWh;0;458;0;0;458;458
14/01/2024 18:45;14/01/2024 19:00;76;kWh;-61;0;0;0;61;-61
14/01/2024 19:00;14/01/2024 19:15;77;kWh;0;0;0;0;0;0
14/01/2024 19:15;14/01/2024 19:30;78;kWh;0;0;0;0;0;0
14/01/2024 19:30;14/01/2024 19:45;79;kWh;0;660;0;0;660;660
14/01/2024 19:45;14/01/2024 20:00;80;kWh;0;0;0;0;0;0
14/01/2024 20:00;14/01/2024 20:15;81;kWh;0;11250;0;0;11250;11250
14/01/2024 20:15;14/01/2024 20:30;82;kWh;0;1080;0;0;1080;1080
14/01/2024 20:30;14/01/2024 20:45;83;kWh;0;7052;0;0;7052;7052
14/01/2024 20:45;14/01/2024 21:00;84;kWh;0;0;0;0;0;0
14/01/2024 21:00;14/01/2024 21:15;85;kWh;-131;0;0;0;131;-131
14/01/2024 21:15;14/01/2024 21:30;86;kWh;-10158;0;0;0;10158;-10158
14/01/2024 21:30;14/01/2024 21:45;87;kWh;-3906;324;0;0;4230;-3582
14/01/2024 21:45;14/01/2024 22:00;88;kWh;-75;0;0;0;75;-75
14/01/2024 22:00;14/01/2024 22:15;89;kWh;-690;43;0;0;733;-647
14/01/2024 22:15;14/01/2024 22:30;90;kWh;-1148;0;0;0;1148;-1148
14/01/2024 22:30;14/01/2024 22:45;91;kWh;0;1210;0;0;1210;1210
14/01/2024 22:45;14/01/2024 23:00;92;kWh;-13;0;0;0;13;-13
14/01/2024 23:00;14/01/2024 23:15;93;kWh;-190;0;0;0;190;-190
14/01/2024 23:15;14/01/2024 23:30;94;kWh;-1496;0;0;0;1496;-1496
14/01/2024 23:30;14/01/2024 23:45;95;kWh;0;0;0;0;0;0
14/01/2024 23:45;15/01/2024 00:00;96;kWh;0;0;0;0;0;0
15/01/2024 00:00;15/01/2024 00:15;1;kWh;0;8250;0;0;8250;8250
15/01/2024 00:15;15/01/2024 00:30;2;kWh;0;28273;0;0;28273;28273
15/01/2024 00:30;15/01/2024 00:45;3;kWh;0;15682;0;0;15682;15682
15/01/2024 00:45;15/01/2024 01:00;4;kWh;0;44;0;0;44;44
15/01/2024 01:00;15/01/2024 01:15;5;kWh;0;1647;0;0;1647;1647
15/01/2024 01:15;15/01/2024 01:30;6;kWh;-2284;60;0;0;2344;-2224
15/01/2024 01:30;15/01/2024 01:45;7;kWh;-5542;0;0;0;5542;-5542
15/01/2024 01:45;15/01/2024 02:00;8;kWh;-8706;0;0;0;8706;-8706
15/01/2024 02:00;15/01/2024 02:15;9;kWh;0;1533;0;0;1533;1533
15/01/2024 02:15;15/01/2024 02:30;10;kWh;0;751;0;0;751;751
15/01/2024 02:30;15/01/2024 02:45;11;kWh;0;0;0;0;0;0
15/01/2024 02:45;15/01/2024 03:00;12;kWh;0;0;0;0;0;0
15/01/2024 03:00;15/01/2024 03:15;13;kWh;0;3567;0;0;3567;3567
15/01/2024 03:15;15/01/2024 03:30;14;kWh;0;2761;0;0;2761;2761
15/01/2024 03:30;15/01/2024 03:45;15;kWh;0;1224;0;0;1224;1224
15/01/2024 03:45;15/01/2024 04:00;16;kWh;-10;0;0;0;10;-10
15/01/2024 04:00;15/01/2024 04:15;17;kWh;-1885;0;0;0;1885;-1885
15/01/2024 04:15;15/01/2024 04:30;18;kWh;0;1491;0;0;1491;1491
15/01/2024 04:30;15/01/2024 04:45;19;kWh;0;28091;0;0;28091;28091
15/01/2024 04:45;15/01/2024 05:00;20;kWh;0;41569;0;0;41569;41569
15/01/2024 05:00;15/01/2024 05:15;21;kWh;0;14003;0;0;14003;14003
15/01/2024 05:15;15/01/2024 05:30;22;kWh;0;24286;0;0;24286;24286
15/01/2024 05:30;15/01/2024 05:45;23;kWh;0;57492;0;0;57492;57492
15/01/2024 05:45;15/01/2024 06:00;24;kWh;0;13177;0;0;13177;13177
15/01/2024 06:00;15/01/2024 06:15;25;kWh;-3307;0;0;0;3307;-3307
15/01/2024 06:15;15/01/2024 06:30;26;kWh;0;14102;0;0;14102;14102
15/01/2024 06:30;15/01/2024 06:45;27;kWh;0;25466;0;0;25466;25466
15/01/2024 06:45;15/01/2024 07:00;28;kWh;0;282;0;0;282;282
15/01/2024 07:00;15/01/2024 07:15;29;kWh;0;8053;0;0;8053;8053
15/01/2024 07:15;15/01/2024 07:30;30;kWh;0;18445;0;0;18445;18445
15/01/2024 07:30;15/01/2024 07:45;31;kWh;0;32466;0;0;32466;32466
15/01/2024 07:45;15/01/2024 08:00;32;kWh;0;25474;0;0;25474;25474
15/01/2024 08:00;15/01/2024 08:15;33;kWh;0;52958;0;0;52958;52958
15/01/2024 08:15;15/01/2024 08:30;34;kWh;0;39135;0;0;39135;39135
15/01/2024 08:30;15/01/2024 08:45;35;kWh;0;14567;0;0;14567;14567
15/01/2024 08:45;15/01/2024 09:00;36;kWh;0;55370;0;0;55370;55370
15/01/2024 09:00;15/01/2024 09:15;37;kWh;0;29099;0;0;29099;29099
15/01/2024 09:15;15/01/2024 09:30;38;kWh;0;5380;0;0;5380;5380
15/01/2024 09:30;15/01/2024 09:45;39;kWh;0;3098;0;0;3098;3098
15/01/2024 09:45;15/01/2024 10:00;40;kWh;0;1243;0;0;1243;1243
15/01/2024 10:00;15/01/2024 10:15;41;kWh;0;26105;0;0;26105;26105
